AT,V,AP,RH,PE
14,44,1020,86,465
14,45,1024,91,464
21,70,1010,94,449
16,40,1013,97,460
24,49,1018,73,449
11,40,1013,76,481
7,42,1022,86,487
12,38,1014,91,470
32,70,1006,57,439
10,41,1018,70,485
30,67,1003,59,429
13,46,1008,88,465
25,59,1012,74,444
25,70,1007,85,433
28,74,1007,95,437
23,73,1010,88,440
10,39,1010,82,478
11,39,1019,57,474
18,58,1017,88,449
23,69,1015,57,451
20,58,1018,74,449
22,43,1011,56,450
19,53,1025,52,462
27,66,1011,65,444
23,52,1014,78,450
17,50,1014,91,460
17,42,1011,58,463
21,64,1009,97,440
21,71,1010,89,449
24,70,1007,92,442
28,74,1015,77,432
15,43,1013,86,464
14,40,1018,84,473
26,78,1008,78,433
24,66,1003,71,433
30,70,1008,61,436
24,59,1013,79,449
29,73,1010,61,432
16,41,1016,88,459
11,41,1021,98,478
13,45,1018,95,468
15,38,1010,86,467
26,55,1016,67,452
12,41,1017,94,464
25,76,1017,78,438
5,35,1019,94,488
28,68,1013,45,436
26,50,1013,41,458
18,50,1025,63,463
8,41,1023,89,484
24,60,1019,61,442
27,70,1009,60,431
11,41,1014,87,478
29,73,1007,65,431
21,46,1008,76,453
21,43,1010,64,449
11,39,1019,65,473
9,44,1012,86,474
27,70,1008,54,433
14,41,1016,67,472
13,39,1011,87,467
17,51,1013,84,461
27,71,1004,75,430
10,41,1017,78,480
9,36,1028,73,480
29,65,1010,58,441
28,74,1014,81,432
14,40,1017,78,471
22,66,1015,71,450
9,41,1031,86,473
27,64,1017,49,445
27,66,1012,64,443
12,40,1018,83,475
23,69,1011,91,438
18,46,1014,81,453
12,42,1020,95,465
27,71,1006,82,435
14,34,1019,69,470
23,80,1006,80,446
30,70,1010,58,437
32,71,1007,50,432
26,64,1018,42,446
16,43,1012,45,466
28,74,1010,58,435
13,41,1026,70,465
11,44,1016,76,480
16,52,1014,79,456
20,57,1020,76,455
11,40,1002,81,475
14,40,1013,90,465
12,40,1007,84,471
12,39,1017,91,478
12,44,1018,83,474
25,59,1016,61,442
25,58,1013,51,444
14,40,1016,80,468
19,44,1020,48,469
21,57,1014,84,445
13,44,1023,89,471
18,52,1002,100,448
13,44,1007,84,472
10,41,1023,96,469
12,41,1021,74,476
15,26,1009,78,466
19,68,1008,64,449
12,42,1022,74,476
7,39,1018,64,484
16,53,1024,56,457
17,53,1013,83,457
12,41,1024,81,475
25,64,1010,84,445
27,64,1015,57,443
25,67,1006,66,446
8,36,1016,61,481
16,41,1017,56,456
26,68,1006,53,436
7,42,1022,91,484
26,64,1013,65,445
11,42,1023,78,477
18,68,1004,95,450
20,47,1012,92,456
28,70,1008,49,434
26,65,1016,48,441
13,42,1018,96,466
23,65,1007,71,438
17,41,1001,73,463
28,65,1017,61,441
15,43,1019,80,464
6,41,1017,85,484
17,48,1007,81,454
17,42,1017,66,473
32,69,1008,46,435
16,41,1004,77,464
14,43,1007,67,471
23,62,1011,52,443
13,54,1017,82,468
13,34,1018,65,473
27,58,1014,45,444
26,76,1017,72,440
7,44,1020,72,483
19,48,1005,79,455
18,44,1017,62,463
20,62,1019,78,449
26,49,1010,35,440
19,45,1017,31,460
15,38,1021,84,463
21,67,1004,89,445
22,70,1011,83,442
16,51,1015,100,460
28,75,1016,72,434
15,38,1015,88,463
8,41,1020,72,491
16,45,1009,83,455
20,49,1017,83,452
18,53,1020,82,458
15,42,1008,83,457
24,47,1008,64,446
26,76,1017,76,435
24,62,1022,62,448
15,45,1020,75,473
14,46,1017,87,464
14,42,1021,65,471
24,63,1008,72,443
5,42,1005,82,487
22,48,1009,81,444
30,71,1011,53,432
19,57,1016,93,449
13,46,1016,70,472
10,41,1015,89,478
21,51,1008,81,446
7,39,1019,75,482
22,59,1012,88,448
28,67,1010,46,436
29,71,1009,71,435
27,71,1010,68,442
20,55,1017,64,453
13,44,1024,87,467
26,75,1017,76,435
14,50,1007,90,464
13,45,1022,45,479
22,60,1017,75,454
10,44,1011,98,472
26,64,1013,42,451
19,45,1020,41,456
26,45,1007,56,446
17,66,1014,90,453
32,73,1007,60,425
25,64,1019,52,442
11,41,1015,84,477
22,69,1012,82,438
11,40,1021,87,477
28,68,1012,47,434
17,53,1020,77,461
32,70,1010,53,438
14,40,1013,58,476
14,41,1016,76,473
18,59,1017,84,453
32,75,1002,62,433
20,43,1010,66,456
24,72,1008,86,437
26,63,1014,52,440
13,41,1016,71,471
22,59,1013,85,447
24,64,1019,54,420
13,41,1022,58,474
14,40,1012,79,468
17,45,1015,37,466
15,41,1004,98,466
29,68,1007,53,433
16,39,1006,76,462
20,49,1021,86,453
29,70,1013,66,443
25,69,1006,89,440
23,72,1011,94,434
12,41,1016,82,476
8,53,1026,87,473
7,41,1023,92,466
16,42,1022,45,468
28,67,1017,56,444
8,39,1015,75,479
18,39,1003,74,454
14,41,1024,62,475
11,38,1022,68,475
19,43,1009,66,454
22,59,1012,89,447
20,68,1006,70,446
13,45,1021,90,467
11,40,1014,91,478
6,44,1014,84,481
21,51,1016,66,454
24,74,1007,88,437
19,59,1011,84,453
13,45,1022,88,469
11,42,1020,66,478
11,36,1018,63,475
9,40,1031,83,479
19,42,1008,61,462
15,40,1009,88,464
26,67,1006,64,434
26,59,1009,81,441
28,57,1008,53,436
18,44,1017,79,455
23,66,1011,68,444
24,69,1011,64,448
9,39,1019,90,477
24,59,1017,64,449
25,67,1002,81,434
24,64,1013,75,451
26,47,1015,62,454
23,70,1012,82,441
22,47,1010,77,454
15,43,1019,99,461
27,71,1008,88,432
19,56,1021,72,458
27,65,1013,53,440
24,69,1008,76,435
20,57,1007,82,446
13,42,1020,85,463
27,63,1013,60,439
29,68,1007,56,431
16,39,1014,95,463
4,40,1010,97,491
12,40,1018,90,473
25,69,1007,77,442
20,57,1020,76,455
12,48,1013,100,466
25,68,1007,68,443
25,61,1008,76,447
27,60,1011,59,450
12,41,1011,61,476
14,41,1016,75,474
20,67,1015,69,448
20,39,1018,61,451
20,69,1011,86,449
27,57,1014,62,443
27,67,1002,67,432
25,60,1010,85,441
10,41,1021,69,482
25,61,1010,73,437
24,60,1019,60,442
29,70,1004,67,428
27,66,1013,50,440
31,70,1008,67,433
23,49,1004,74,442
20,57,1021,74,456
7,39,1014,81,490
32,74,1015,41,433
30,69,1010,62,426
8,41,1022,83,486
21,63,1016,79,451
5,35,1018,95,489
25,59,1013,63,439
15,49,1016,90,458
19,46,1007,79,451
12,42,1016,89,465
20,58,1014,86,452
21,61,1020,62,452
26,62,1011,73,439
25,69,1006,87,437
30,66,1008,77,428
15,39,1017,82,461
24,58,1014,81,445
19,66,1014,82,453
29,67,1011,63,441
12,41,1019,65,476
17,46,1003,100,454
24,65,1016,69,449
23,58,1012,80,434
6,39,1011,91,486
29,71,1011,50,433
20,69,1011,87,451
8,41,1009,96,480
26,59,1008,66,440
32,73,1011,62,430
25,64,1014,65,444
17,40,1013,88,457
17,62,1020,88,451
24,63,1014,83,440
26,71,1005,77,429
15,54,1017,72,464
14,40,1014,86,471
26,59,1010,75,443
16,42,1007,78,455
33,70,1008,43,438
33,71,1004,44,434
11,44,1008,93,472
18,59,1012,86,452
19,44,1014,42,463
21,75,1015,81,434
29,53,1006,44,438
29,66,1015,56,446
20,45,1015,81,459
24,70,1011,72,444
25,76,1017,78,438
33,73,1014,42,436
23,58,1015,74,452
8,39,1014,72,487
23,59,1018,67,442
20,58,1019,72,455
10,42,1010,79,479
27,64,1010,63,437
24,60,1018,58,444
18,62,1020,78,455
19,59,1014,69,450
23,59,1017,81,440
21,68,1009,61,451
31,72,1008,72,425
20,57,1020,78,455
8,39,1015,93,484
31,71,1007,72,433
17,49,1019,96,459
18,50,1005,100,450
17,63,1021,94,451
14,40,1016,69,460
23,49,1003,80,441
16,49,1015,76,458
34,78,1010,59,433
23,67,1002,85,437
32,74,1006,58,436
9,40,1019,76,482
10,41,1020,71,481
15,54,1017,67,464
18,59,1016,70,459
14,43,1031,70,465
4,40,1011,84,490
31,71,1009,77,432
14,45,1024,94,466
13,42,1010,65,467
18,52,1019,74,461
12,41,1018,96,463
25,50,1017,65,452
24,74,1015,95,441
13,40,1010,93,472
21,45,1010,68,450
28,64,1012,75,442
20,59,1017,84,448
19,59,1010,85,448
9,41,1024,90,471
13,43,1014,90,473
22,61,1018,83,444
7,36,1018,65,483
22,63,1013,83,440
9,44,1023,98,478
33,74,1008,60,432
11,45,1016,84,482
7,41,1020,73,493
11,39,1016,53,471
31,69,1002,42,433
7,39,1011,91,484
25,58,1011,65,444
17,53,1019,87,463
14,41,1011,82,470
10,38,1017,68,477
28,80,1008,69,436
6,41,1022,85,492
24,60,1007,87,439
11,41,1021,84,473
30,71,1001,74,431
16,40,1009,77,464
25,50,1016,63,451
21,55,1017,61,455
22,51,1014,74,456
29,70,1010,62,438
27,70,1009,79,437
24,58,1013,63,445
8,41,1020,85,478
23,59,1010,69,443
20,40,1002,57,456
14,46,1025,96,463
22,61,1009,90,437
32,71,1004,46,432
10,42,1018,92,475
14,41,1016,66,468
12,40,1018,81,475
11,38,1013,82,471
20,57,1021,63,456
27,67,1010,49,440
17,51,1013,83,461
15,40,1017,65,459
18,62,1020,83,453
29,51,1012,50,450
14,43,1013,49,468
16,63,1016,84,452
10,39,1017,62,480
16,41,1005,85,467
23,51,1012,81,448
27,71,1010,81,434
24,51,1009,61,444
29,65,1001,62,430
13,41,1025,78,459
8,40,1012,93,485
23,71,1008,82,442
21,70,1013,63,443
14,42,1018,95,464
11,43,1020,100,470
6,41,1020,85,490
18,49,1017,91,455
26,68,1005,56,438
8,44,1019,61,480
18,55,1020,68,451
26,64,1013,67,442
29,70,1007,61,429
16,59,1016,87,456
20,59,1014,92,444
18,59,1013,84,449
7,41,1018,91,486
29,70,1010,47,439
17,64,1020,83,453
23,64,1011,90,441
17,49,1021,69,458
18,58,1018,73,448
25,45,1009,63,442
23,72,1010,75,440
33,80,1011,64,430
7,39,1018,63,484
25,73,1002,97,433
26,75,1005,86,434
21,52,1009,82,448
24,73,1012,92,434
28,69,1010,70,437
30,70,1009,67,434
21,68,1013,78,446
22,59,1013,87,442
27,68,1005,70,433
13,51,1020,86,469
18,53,1013,81,458
8,44,1017,88,488
25,52,1007,65,443
8,40,1019,86,481
27,52,1009,61,441
9,36,1028,77,479
27,69,1009,74,430
16,43,1015,79,460
26,59,1017,76,438
11,41,1017,96,467
14,40,1018,78,465
32,77,1008,67,432
30,74,1015,41,433
23,49,1015,48,449
24,73,1012,88,438
30,71,1004,61,427
14,41,1010,87,471
10,38,1019,68,479
20,59,1013,66,452
30,75,1009,55,438
19,61,1019,73,456
23,52,1006,78,449
12,44,1017,80,475
9,37,1027,71,479
15,51,1014,100,459
14,42,1016,77,464
9,40,1026,96,476
21,67,1013,62,451
25,67,1018,79,434
26,69,1007,88,439
7,40,1017,88,488
6,43,1014,92,489
28,63,1011,45,443
15,40,1013,84,471
21,51,1009,85,446
23,74,1009,93,439
13,41,1019,73,474
10,40,1010,95,477
14,45,1023,83,465
22,57,1011,78,443
27,63,1008,58,440
23,65,1012,80,442
11,40,1012,90,477
17,43,1014,77,464
22,41,1002,43,452
30,62,1011,48,444
18,66,1010,85,453
30,73,1012,61,429
14,45,1023,84,466
31,74,1006,59,427
23,64,1014,80,447
7,41,1018,79,480
29,72,1006,70,436
13,49,1017,85,464
25,64,1015,64,444
31,74,1011,49,432
24,63,1011,67,445
21,51,1013,89,453
13,41,1022,54,474
10,41,1026,92,474
6,40,1020,67,494
14,39,1019,69,469
26,66,1018,61,442
26,67,1014,44,440
26,70,1008,87,435
25,68,1013,61,437
22,58,1018,68,452
17,41,1007,77,463
23,52,1005,76,449
10,41,1017,64,473
16,41,1008,80,465
26,64,1014,66,441
24,48,1008,76,443
31,69,1007,63,434
19,47,1014,94,460
27,69,1002,52,430
22,67,1015,67,445
29,76,1018,52,439
30,77,999,72,433
13,45,1014,83,449
16,53,1025,66,463
30,73,1012,62,427
20,62,1012,83,447
9,42,1032,79,483
15,41,1005,88,465
9,40,1031,82,478
11,34,1019,74,479
10,41,1015,87,479
24,49,1015,42,454
26,59,1014,53,445
19,55,1017,75,457
8,38,1021,83,484
33,75,1005,48,436
12,42,1021,88,465
27,74,1015,85,429
7,45,1020,71,487
25,70,1010,86,441
26,57,1013,60,440
25,49,1004,63,440
15,45,1022,84,469
15,40,1012,75,468
5,40,1012,67,495
23,51,1010,77,444
22,60,1017,74,453
23,60,1005,84,438
28,73,1014,68,440
25,63,1020,58,443
31,71,1007,67,431
32,78,1010,55,431
13,45,1022,76,476
16,42,1005,77,456
13,40,1018,84,470
9,40,1019,84,476
21,61,1020,63,450
25,60,1017,55,446
16,46,1020,92,461
15,42,1009,81,457
13,41,1018,95,464
26,72,1010,75,434
21,51,1009,88,443
24,49,1003,67,445
24,71,1005,94,442
18,58,1014,82,446
22,46,1008,64,447
26,49,1003,60,440
30,71,1011,53,431
16,45,1010,87,457
9,40,1009,88,481
12,42,1020,94,467
23,64,1020,60,446
18,44,1015,73,460
31,74,1011,55,429
6,40,1008,86,486
22,57,1008,77,443
12,40,1018,88,472
27,48,1011,47,441
22,46,1014,76,457
14,48,1005,81,465
16,51,1012,84,463
30,59,1013,60,442
11,34,1019,74,476
29,67,1014,47,435
23,64,1012,83,448
19,59,1018,83,452
21,63,1016,81,452
24,71,1002,92,439
26,67,1005,83,431
19,60,1015,67,452
31,72,1011,56,437
17,54,1015,64,463
26,64,1010,81,434
17,37,1012,69,471
10,41,1014,84,480
20,51,1009,92,450
27,66,1014,48,441
19,39,1018,63,452
30,68,1007,52,429
34,70,1013,43,425
14,44,1022,82,469
17,53,1015,77,458
17,63,1015,88,451
9,40,1012,86,484
22,69,1012,86,444
16,44,1021,87,462
28,64,1013,44,443
12,41,1027,73,477
23,64,1017,60,446
29,54,1013,42,439
28,64,1013,64,440
10,41,1020,97,471
12,45,1013,88,467
19,63,1017,67,453
18,49,1016,83,454
19,61,1020,75,455
30,74,1006,66,437
17,44,1016,59,465
12,41,1021,78,477
9,36,1030,85,481
18,62,1021,79,453
16,45,1009,82,456
21,59,1013,69,452
18,46,1008,94,456
28,76,1017,55,441
27,61,1008,71,444
19,65,1016,73,449
14,41,1016,78,471
34,68,1002,49,427
9,41,1026,92,480
13,40,1006,50,475
31,71,1006,48,438
31,69,1011,51,440
12,45,1021,91,470
14,53,1026,61,465
22,68,1001,79,443
24,64,1013,38,451
22,69,1013,62,449
6,41,1019,83,482
16,35,1016,54,468
21,63,1020,80,451
21,45,1018,48,466
30,67,1014,53,448
10,40,1011,76,479
13,39,1015,79,472
10,41,1019,87,479
8,42,1015,93,474
10,43,1016,76,474
20,48,1007,90,447
24,63,1013,75,446
8,42,1030,92,484
28,59,1013,52,439
14,39,1014,82,472
29,70,1009,47,431
31,75,1016,43,435
28,69,1002,51,433
23,67,1017,72,443
19,52,1006,100,451
25,70,1007,95,439
20,57,1020,77,454
27,53,1006,56,439
10,42,1023,75,484
7,41,1015,86,487
13,39,1015,79,474
29,74,1005,82,433
20,45,1015,64,462
25,64,1009,84,440
23,61,1009,86,439
10,38,1006,97,474
19,45,1012,73,451
29,68,1006,47,443
10,41,1021,97,468
24,66,1015,66,443
15,40,1013,88,466
29,68,1009,67,428
23,69,1013,79,438
24,50,1008,72,445
30,75,1002,67,431
9,42,1017,87,476
22,72,1011,83,442
32,75,1002,35,435
30,67,1004,61,428
26,76,1017,69,442
16,40,1007,81,465
16,41,1016,78,469
17,54,1018,61,461
26,75,1017,84,432
7,39,1020,71,486
18,56,1020,81,459
22,61,1018,88,445
29,78,1010,69,431
32,74,1012,56,436
25,57,1012,45,443
21,58,1018,63,446
10,44,1018,89,478
17,44,1013,60,465
25,67,1009,66,437
25,59,1012,58,448
20,51,1010,84,459
20,63,1016,92,446
24,51,1009,59,443
6,41,1003,89,486
25,58,1013,66,445
20,61,1019,83,448
23,49,1004,69,441
27,75,1006,61,441
21,50,1009,85,447
24,52,1014,68,450
24,64,1018,51,443
5,41,1026,94,475
22,49,1007,84,450
32,70,1011,64,435
29,64,1012,64,440
7,41,1025,96,477
28,74,1009,66,434
14,45,1011,67,460
12,41,1017,97,465
29,48,1003,48,439
31,70,1011,52,436
17,46,1011,96,458
27,70,1009,75,433
9,42,1033,74,478
22,56,1018,58,457
13,41,994,96,469
24,61,1019,62,443
13,40,1018,58,471
17,45,1018,88,460
7,41,1016,87,479
22,65,1017,73,449
10,38,1014,79,475
16,40,1007,78,466
12,46,1016,81,470
25,57,1013,63,440
32,74,1004,62,430
22,58,1018,68,453
15,43,1018,73,463
17,54,1018,61,461
16,44,1018,72,465
13,43,1012,63,475
11,40,1011,65,477
25,62,1010,70,442
24,59,1010,72,448
12,45,1013,89,470
9,44,1015,82,485
21,68,1001,77,446
9,40,1018,90,484
6,36,1011,91,482
10,38,1010,66,475
9,44,1015,80,483
8,36,1021,82,483
26,48,1009,65,442
12,43,1010,88,472
10,42,1014,96,463
18,53,1013,83,456
30,69,1009,56,428
23,63,1012,82,442
11,41,1023,84,478
10,41,1015,87,481
16,47,1010,88,451
22,60,1009,92,439
22,75,1009,85,442
33,78,1015,51,432
27,63,1012,55,445
10,43,1014,86,473
29,65,1006,71,431
20,62,1020,78,450
27,78,1012,77,434
15,50,1026,76,461
23,60,1007,90,439
18,52,1003,100,451
28,76,1017,55,439
6,41,1028,87,480
20,66,1012,75,447
8,39,1025,75,476
28,67,1017,55,450
12,43,1009,77,473
19,49,1011,72,450
24,52,1005,75,450
18,40,1008,69,461
13,42,1010,62,468
14,39,1004,84,468
9,42,1009,87,482
26,75,1017,81,435
9,40,1025,99,474
13,44,1011,99,465
31,77,998,64,431
14,41,1010,88,470
26,69,1002,68,434
17,47,1010,87,449
9,42,1019,86,473
8,40,1031,83,476
14,39,1016,69,470
20,51,1008,93,449
21,69,1013,70,452
29,70,1004,78,431
22,63,1011,91,444
26,57,1013,59,439
10,42,1018,82,478
4,40,1009,97,491
13,40,1011,83,473
11,41,1025,76,480
9,40,1026,79,493
26,74,1010,74,433
6,39,1018,65,486
19,66,1015,86,452
8,43,1020,83,484
34,77,1009,59,436
19,67,1013,83,447
14,38,1015,54,467
18,42,1013,79,464
10,40,1018,70,472
27,73,1011,77,431
20,45,1007,79,451
6,39,1019,85,491
25,69,1001,85,430
14,37,1013,83,473
11,45,1019,92,470
7,39,1013,70,488
29,73,1011,68,429
22,66,1015,68,455
18,44,1009,75,453
17,45,1016,76,457
31,60,1011,62,439
27,76,1008,75,443
20,51,1010,84,457
17,63,1020,95,451
17,46,1011,98,459
6,41,1021,86,491
32,74,1015,61,426
25,72,1010,79,436
29,57,1008,60,436
4,40,1009,97,491
7,41,1025,97,478
22,63,1017,68,453
20,59,1017,89,450
21,58,1013,86,450
15,41,1015,70,472
16,44,1019,67,460
22,57,1008,63,450
25,65,1021,54,447
27,69,1014,52,435
19,60,1010,85,453
22,65,1018,76,450
21,57,1011,90,445
33,74,1011,50,427
23,51,1010,73,445
21,64,1015,74,448
29,67,1006,65,427
22,50,1008,86,443
28,49,1004,61,437
29,69,1008,73,434
12,40,1008,73,473
27,73,1010,64,435
32,72,1010,50,436
21,68,1007,59,447
25,63,1013,63,443
22,66,1011,65,445
4,38,1017,80,492
23,58,1018,67,452
23,64,1019,43,444
23,67,1005,88,434
17,43,1015,78,465
13,48,1012,100,463
10,42,1033,73,475
25,61,1009,79,437
22,56,1019,60,457
23,72,1009,73,441
10,40,1019,70,471
15,38,1015,80,467
27,57,1012,37,437
13,41,1010,85,471
10,40,1020,73,477
27,72,1010,75,434
10,40,1017,90,478
22,67,1005,90,439
19,45,1015,31,462
13,44,1018,81,471
16,38,1022,73,464
14,46,1015,72,469
20,65,1016,75,448
17,47,1013,98,464
26,66,1019,66,444
12,41,1016,83,474
9,36,1015,57,479
28,51,1012,55,440
24,69,1011,75,444
32,73,1010,40,429
10,42,1011,84,480
6,43,1014,87,489
20,69,1011,96,449
6,39,1025,87,484
27,69,1014,51,437
15,51,1014,100,460
24,61,1012,85,436
34,80,1010,57,432
31,67,1018,54,433
29,76,1018,51,439
25,53,1005,70,443
18,63,1017,73,457
25,63,1012,84,443
23,60,1019,83,441
24,69,1003,69,433
11,41,1018,65,479
8,41,1027,83,477
23,52,1007,75,455
14,39,1014,80,471
27,72,1006,91,432
15,44,1012,93,468
27,74,1007,79,434
8,39,1016,89,481
9,40,1024,75,461
26,72,1005,86,436
18,50,1010,100,451
18,55,1017,78,456
24,58,1014,85,446
12,53,1021,78,465
31,77,1009,60,436
10,53,1026,77,471
15,43,1009,91,469
14,38,1015,80,467
23,66,1020,81,439
23,51,1009,58,447
16,49,1015,76,463
26,72,1010,73,431
27,79,1011,75,435
30,51,1006,59,438
17,40,1007,74,463
25,49,1010,41,443
13,42,1020,88,452
30,72,1011,42,444
15,39,1009,67,461
31,75,1005,50,439
9,42,1011,87,469
26,48,1004,67,442
13,41,1018,94,466
23,58,1017,61,446
12,41,1024,85,464
14,45,1021,79,473
24,72,1006,93,433
24,51,1007,84,442
21,59,1013,85,449
15,41,1019,66,470
9,40,1015,87,484
12,45,1016,79,478
30,67,1018,54,432
14,46,1017,87,465
29,69,1008,80,431
9,40,1016,81,471
24,59,1018,54,444
14,43,1032,67,467
32,77,1008,70,431
27,62,1008,74,437
30,69,1009,65,438
16,40,1013,96,463
11,40,1015,88,479
19,45,1020,45,456
14,44,1029,71,467
10,35,1028,75,479
20,59,1018,83,450
24,49,1003,77,440
31,73,1004,53,433
26,65,1014,38,445
14,45,1017,76,470
23,66,1015,71,449
25,75,1011,66,437
11,45,1018,82,485
22,64,1021,62,453
7,40,1012,84,488
18,45,1022,44,471
15,41,999,87,467
22,72,1010,75,441
33,74,1003,45,436
29,70,1004,68,430
18,45,1009,75,455
34,78,1010,58,432
17,44,1019,64,458
20,60,1010,84,452
24,59,1012,80,440
12,43,1009,78,470
25,59,1009,85,440
29,65,1000,56,433
23,70,1011,80,439
22,59,1010,90,447
15,44,1021,66,462
27,74,1011,76,434
23,69,1011,91,435
30,65,1018,45,440
13,41,1023,76,458
28,68,1013,45,438
15,43,1015,51,467
19,42,1016,65,467
15,46,1009,86,456
21,51,1010,81,455
23,72,1011,99,434
23,59,1010,82,441
22,61,1018,86,443
24,61,1018,62,441
12,42,1013,91,461
25,61,1013,81,446
21,75,1015,82,444
23,59,1013,83,446
22,70,1011,81,444
23,51,1007,85,442
29,60,1015,47,439
14,40,1014,85,466
20,66,1010,76,447
12,45,1019,81,469
31,70,1009,46,438
10,41,1021,90,475
26,66,1013,67,437
25,47,1014,66,455
21,48,1005,88,445
8,39,1025,69,474
22,59,1013,85,448
9,40,1015,81,472
12,44,1023,60,470
29,70,1011,49,430
21,45,1014,41,451
31,68,1011,43,442
20,51,1008,91,449
14,38,1011,90,470
23,68,1017,88,441
7,41,1027,86,480
17,42,1022,45,467
29,57,1008,58,437
20,50,1008,73,454
12,41,1020,56,476
10,38,1018,71,474
20,51,1007,91,448
20,53,1004,82,447
28,68,1009,54,429
11,44,1018,86,479
26,74,1001,94,432
24,66,1012,62,439
27,61,1012,57,450
14,48,1017,87,457
26,45,1008,53,453
18,45,1010,77,449
27,68,1017,65,437
14,40,1011,94,464
24,69,1007,71,440
24,60,1019,73,441
21,59,1017,75,443
23,58,1014,84,448
15,39,1001,80,469
30,67,1011,44,439
21,42,1013,67,462
19,50,1005,100,447
29,71,1005,64,425
27,64,1017,48,447
19,51,1013,85,455
25,70,1012,91,440
18,44,1012,82,466
24,70,1011,81,434
27,64,1013,45,447
26,60,1011,82,446
13,40,1011,77,473
7,42,1016,80,485
27,62,1011,70,435
10,38,1019,68,479
24,59,1011,78,444
25,59,1014,74,440
31,74,1006,61,430
9,39,1018,64,475
16,41,1016,87,461
23,66,1011,61,443
21,64,1013,100,445
10,45,1014,78,478
13,51,1020,88,471
15,46,1014,99,466
11,45,1021,58,485
21,59,1014,69,452
18,62,1020,77,453
17,45,1022,37,468
10,41,1018,92,478
10,38,1023,74,475
9,38,1020,68,482
10,41,1019,83,480
13,39,1015,88,470
13,40,1013,62,476
27,75,1010,71,442
28,49,1004,59,440
17,45,1020,54,457
16,45,1025,80,461
33,68,1010,42,441
31,71,1009,48,433
26,70,1009,90,431
18,48,1005,86,455
23,63,1012,85,448
13,41,1024,65,476
27,77,1008,82,436
26,76,1018,63,443
20,69,1011,87,448
10,40,1025,96,471
30,74,1008,53,429
25,57,1013,54,439
12,38,1013,82,472
8,38,1019,74,482
31,70,1008,64,433
21,44,1006,82,448
19,62,1008,65,451
21,51,1012,73,457
18,59,1016,90,451
6,40,1019,63,494
6,42,1002,99,485
28,62,1006,68,436
3,41,996,100,489
12,41,1012,90,473
12,42,1014,90,462
31,70,1013,57,439
28,68,1013,44,436
27,60,1012,59,448
27,62,1009,55,437
6,41,1016,85,483
31,68,1009,64,427
18,46,1008,81,454
26,51,1007,74,438
28,68,1012,60,442
23,70,1007,74,437
14,43,1007,74,468
26,70,1015,77,434
19,45,1015,43,465
12,43,1009,78,469
18,51,1018,84,457
19,60,1015,69,453
15,43,1015,80,460
15,41,1011,73,468
11,41,1019,57,476
23,65,1012,78,436
12,39,1013,86,479
3,38,1017,86,491
30,71,1009,56,431
25,50,1016,57,454
14,39,1016,90,471
22,48,1008,85,445
15,41,1005,95,467
28,60,1006,71,438
26,61,1015,48,443
23,59,1018,72,445
24,51,1010,71,443
23,51,1010,76,442
9,40,1023,78,475
11,41,1022,84,471
27,66,1014,40,439
29,70,1004,67,428
24,60,1010,86,436
27,65,1018,54,438
25,68,1009,69,439
18,40,1005,79,466
25,58,1016,69,440
8,41,1015,92,483
10,41,1020,84,481
19,44,1017,47,465
22,63,1012,85,448
27,66,1009,78,437
26,58,1014,65,439
31,72,1005,66,430
28,70,1012,82,433
15,43,1015,53,467
13,43,1008,94,473
10,40,1015,83,481
21,58,1013,66,448
8,41,1009,99,481
23,72,1008,91,435
32,72,1008,56,426
23,63,1012,84,438
10,43,1012,68,480
19,64,1016,79,454
29,51,1006,62,439
15,37,1007,91,468
16,42,1012,95,464
20,58,1017,81,453
15,41,1007,87,468
11,38,1009,67,473
28,70,1009,82,437
14,45,1024,80,470
30,74,1004,75,432
29,73,1004,69,432
13,42,1013,86,471
31,69,1010,59,436
15,43,1015,46,468
20,51,1009,93,447
19,42,1013,64,462
30,59,1013,61,443
31,69,1000,58,426
21,75,1016,81,443
25,57,1012,67,440
15,44,1022,95,465
18,44,1009,86,456
8,43,1015,81,484
27,57,1008,63,439
27,74,1007,77,431
9,40,1031,75,473
12,40,1011,79,476
23,44,1007,74,450
13,71,1019,76,463
12,39,1017,87,474
15,41,1006,86,469
24,64,1013,86,441
19,43,1012,73,451
26,46,1011,58,443
19,40,1001,64,459
33,69,1013,50,430
30,68,1005,49,429
18,46,1008,84,458
24,60,1018,60,445
14,46,1016,70,468
15,43,1018,73,462
24,41,1002,38,450
20,68,1007,64,446
9,44,1016,83,484
8,40,1016,90,484
26,66,1004,63,434
7,39,1015,91,487
12,42,1015,90,464
21,40,1002,56,456
20,42,1012,54,463
30,75,1009,57,436
14,39,1004,86,469
12,41,1021,85,470
29,72,1007,70,437
21,75,1010,84,443
24,50,1013,76,453
22,61,1009,99,444
29,73,1011,55,445
9,42,1014,94,482
24,68,1006,70,447
19,41,1002,65,460
28,66,1011,65,444
12,40,1013,93,475
20,65,1020,77,450
19,50,1008,100,448
13,42,1013,72,470
18,60,1010,85,456
12,46,1017,83,475
17,57,1014,87,453
10,40,1019,75,481
24,69,1011,89,434
22,65,1016,66,453
15,41,1010,87,468
31,70,1006,60,438
27,43,1012,87,430
13,39,1017,87,474
20,57,1020,76,448
25,58,1011,73,445
9,40,1031,78,478
22,67,1015,64,446
7,36,1028,91,484
